city,year,crime_original,crime_name,crime_section,incidences,rate
Kota,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),19,1.9
Kota,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),75,7.5
Kota,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",1,0.1
Kozhikode,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),11,0.5
Kozhikode,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),14,0.7
Kozhikode,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",1,0
Lucknow,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),92,3.2
Lucknow,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),98,3.4
Lucknow,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",12,0.4
Ludhiana,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),71,4.4
Ludhiana,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),72,4.5
Ludhiana,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",6,0.4
Madurai,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),39,2.7
Madurai,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),49,3.4
Madurai,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",2,0.1
Malappuram,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),1,0.1
Malappuram,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),7,0.4
Malappuram,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",1,0.1
Meerut,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),101,7.1
Meerut,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),138,9.7
Meerut,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",6,0.4
Mumbai,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),170,0.9
Mumbai,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),190,1
Mumbai,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",8,0
Nagpur,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),103,4.1
Nagpur,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),85,3.4
Nagpur,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",7,0.3
Nasik,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),35,2.2
Nasik,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),20,1.3
Nasik,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",2,0.1
Patna,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),198,9.7
Patna,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),91,4.4
Patna,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",2,0.1
Pune,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),129,2.6
Pune,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),137,2.7
Pune,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",10,0.2
Raipur,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),39,3.5
Raipur,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),72,6.4
Raipur,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",2,0.2
Rajkot,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),36,2.6
Rajkot,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),26,1.9
Rajkot,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",3,0.2
Ranchi,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),65,5.8
Ranchi,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),14,1.2
Ranchi,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",0,0
Srinagar,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),16,1.3
Srinagar,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),38,3
Srinagar,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",4,0.3
Surat,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),99,2.2
Surat,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),30,0.7
Surat,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",9,0.2
Thiruvananthapuram,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),10,0.6
Thiruvananthapuram,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),19,1.1
Thiruvananthapuram,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",6,0.4
Thrissur,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),17,0.9
Thrissur,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),8,0.4
Thrissur,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",6,0.3
Tiruchirappalli,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),21,2.1
Tiruchirappalli,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),27,2.6
Tiruchirappalli,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",0,0
Vadodara,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),20,1.1
Vadodara,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),34,1.9
Vadodara,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",2,0.1
Varanasi,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),34,2.4
Varanasi,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),37,2.6
Varanasi,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",2,0.1
Vasai-Virar,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),42,3.4
Vasai-Virar,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),27,2.2
Vasai-Virar,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",2,0.2
Vijayawada,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),29,1.9
Vijayawada,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),55,3.7
Vijayawada,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",8,0.5
Vishakhapatnam,2013,Murder (Sec. 302 IPC),Murder,(Sec. 302 IPC),30,1.7
Vishakhapatnam,2013,Attempt To Commit Murder (Sec. 307 IPC),Attempt to commit murder,(Sec. 307 IPC),50,2.9
Vishakhapatnam,2013,"C.H. Not Amounting To Murder (Sec. 304,308 IPC)",Culpable homicide not amounting to murder,"(Sec. 304,308 IPC)",1,0.1
Agra,2013,Total Rape,Rape,,39,4.9
Agra,2013,Custodial rape,Custodial rape,,0,0
Agra,2013,Others,Other rape,,39,4.9
Ahmedabad,2013,Total Rape,Rape,,116,3.9
Ahmedabad,2013,Custodial rape,Custodial rape,,0,0
Ahmedabad,2013,Others,Other rape,,116,3.9
Allahabad,2013,Total Rape,Rape,,26,4.6
Allahabad,2013,Custodial rape,Custodial rape,,0,0
Allahabad,2013,Others,Other rape,,26,4.6
Amritsar,2013,Total Rape,Rape,,29,5.2
Amritsar,2013,Custodial rape,Custodial rape,,0,0
Amritsar,2013,Others,Other rape,,29,5.2
Asansol,2013,Total Rape,Rape,,31,5.2
Asansol,2013,Custodial rape,Custodial rape,,0,0
Asansol,2013,Others,Other rape,,31,5.2
Aurangabad,2013,Total Rape,Rape,,22,3.9
Aurangabad,2013,Custodial rape,Custodial rape,,0,0
Aurangabad,2013,Others,Other rape,,22,3.9
Bengaluru,2013,Total Rape,Rape,,80,2
Bengaluru,2013,Custodial rape,Custodial rape,,0,0
Bengaluru,2013,Others,Other rape,,80,2
Bhopal,2013,Total Rape,Rape,,131,14.6
Bhopal,2013,Custodial rape,Custodial rape,,0,0
Bhopal,2013,Others,Other rape,,131,14.6
Chandigarh City,2013,Total Rape,Rape,,39,8.4
Chandigarh City,2013,Custodial rape,Custodial rape,,0,0
Chandigarh City,2013,Others,Other rape,,39,8.4
Chennai,2013,Total Rape,Rape,,83,1.9
Chennai,2013,Custodial rape,Custodial rape,,0,0
Chennai,2013,Others,Other rape,,83,1.9
Coimbatore,2013,Total Rape,Rape,,17,1.6
Coimbatore,2013,Custodial rape,Custodial rape,,0,0
Coimbatore,2013,Others,Other rape,,17,1.6
Delhi City,2013,Total Rape,Rape,,1441,19
Delhi City,2013,Custodial rape,Custodial rape,,0,0
Delhi City,2013,Others,Other rape,,1441,19
Dhanbad,2013,Total Rape,Rape,,14,2.5
Dhanbad,2013,Custodial rape,Custodial rape,,0,0
Dhanbad,2013,Others,Other rape,,14,2.5
Durg-Bhilainagar,2013,Total Rape,Rape,,81,15.6
Durg-Bhilainagar,2013,Custodial rape,Custodial rape,,0,0
Durg-Bhilainagar,2013,Others,Other rape,,81,15.6
Faridabad,2013,Total Rape,Rape,,65,9.9
Faridabad,2013,Custodial rape,Custodial rape,,0,0
Faridabad,2013,Others,Other rape,,65,9.9
Ghaziabad,2013,Total Rape,Rape,,51,4.6
Ghaziabad,2013,Custodial rape,Custodial rape,,0,0
Ghaziabad,2013,Others,Other rape,,51,4.6
Gwalior,2013,Total Rape,Rape,,117,22.8
Gwalior,2013,Custodial rape,Custodial rape,,0,0
Gwalior,2013,Others,Other rape,,117,22.8
Hyderabad,2013,Total Rape,Rape,,101,2.7
Hyderabad,2013,Custodial rape,Custodial rape,,0,0
Hyderabad,2013,Others,Other rape,,101,2.7
Indore,2013,Total Rape,Rape,,133,12.8
Indore,2013,Custodial rape,Custodial rape,,0,0
Indore,2013,Others,Other rape,,133,12.8
Jabalpur,2013,Total Rape,Rape,,115,19
Jabalpur,2013,Custodial rape,Custodial rape,,0,0
Jabalpur,2013,Others,Other rape,,115,19
Jaipur,2013,Total Rape,Rape,,192,13.2
Jaipur,2013,Custodial rape,Custodial rape,,0,0
Jaipur,2013,Others,Other rape,,192,13.2
Jamshedpur,2013,Total Rape,Rape,,49,7.7
Jamshedpur,2013,Custodial rape,Custodial rape,,0,0
Jamshedpur,2013,Others,Other rape,,49,7.7
Jodhpur,2013,Total Rape,Rape,,70,13
Jodhpur,2013,Custodial rape,Custodial rape,,0,0
Jodhpur,2013,Others,Other rape,,70,13
Kannur,2013,Total Rape,Rape,,7,0.8
Kannur,2013,Custodial rape,Custodial rape,,0,0
Kannur,2013,Others,Other rape,,7,0.8
Kanpur,2013,Total Rape,Rape,,16,1.2
Kanpur,2013,Custodial rape,Custodial rape,,0,0
Kanpur,2013,Others,Other rape,,16,1.2
Kochi,2013,Total Rape,Rape,,40,3.7
Kochi,2013,Custodial rape,Custodial rape,,0,0
Kochi,2013,Others,Other rape,,40,3.7
Kolkata,2013,Total Rape,Rape,,75,1.1
Kolkata,2013,Custodial rape,Custodial rape,,0,0
Kolkata,2013,Others,Other rape,,75,1.1
Kollam,2013,Total Rape,Rape,,64,11
Kollam,2013,Custodial rape,Custodial rape,,0,0
Kollam,2013,Others,Other rape,,64,11
Kota,2013,Total Rape,Rape,,86,18.2
Kota,2013,Custodial rape,Custodial rape,,0,0
Kota,2013,Others,Other rape,,86,18.2
Kozhikode,2013,Total Rape,Rape,,30,2.8
Kozhikode,2013,Custodial rape,Custodial rape,,0,0
Kozhikode,2013,Others,Other rape,,30,2.8
Lucknow,2013,Total Rape,Rape,,55,4
Lucknow,2013,Custodial rape,Custodial rape,,0,0
Lucknow,2013,Others,Other rape,,55,4
Ludhiana,2013,Total Rape,Rape,,109,14.8
Ludhiana,2013,Custodial rape,Custodial rape,,0,0
Ludhiana,2013,Others,Other rape,,109,14.8
Madurai,2013,Total Rape,Rape,,16,2.2
Madurai,2013,Custodial rape,Custodial rape,,0,0
Madurai,2013,Others,Other rape,,16,2.2
Malappuram,2013,Total Rape,Rape,,16,1.8
Malappuram,2013,Custodial rape,Custodial rape,,0,0
Malappuram,2013,Others,Other rape,,16,1.8
Meerut,2013,Total Rape,Rape,,62,9.3
Meerut,2013,Custodial rape,Custodial rape,,0,0
Meerut,2013,Others,Other rape,,62,9.3
Mumbai,2013,Total Rape,Rape,,391,4.6
Mumbai,2013,Custodial rape,Custodial rape,,0,0
Mumbai,2013,Others,Other rape,,391,4.6
Nagpur,2013,Total Rape,Rape,,91,7.5
Nagpur,2013,Custodial rape,Custodial rape,,0,0
Nagpur,2013,Others,Other rape,,91,7.5
Nasik,2013,Total Rape,Rape,,20,2.7
Nasik,2013,Custodial rape,Custodial rape,,0,0
Nasik,2013,Others,Other rape,,20,2.7
Patna,2013,Total Rape,Rape,,57,6
Patna,2013,Custodial rape,Custodial rape,,0,0
Patna,2013,Others,Other rape,,57,6
Pune,2013,Total Rape,Rape,,171,7.2
Pune,2013,Custodial rape,Custodial rape,,0,0
Pune,2013,Others,Other rape,,171,7.2
Raipur,2013,Total Rape,Rape,,85,15.6
Raipur,2013,Custodial rape,Custodial rape,,0,0
Raipur,2013,Others,Other rape,,85,15.6
Rajkot,2013,Total Rape,Rape,,14,2.1
Rajkot,2013,Custodial rape,Custodial rape,,0,0
Rajkot,2013,Others,Other rape,,14,2.1
Ranchi,2013,Total Rape,Rape,,45,8.3
Ranchi,2013,Custodial rape,Custodial rape,,0,0
Ranchi,2013,Others,Other rape,,45,8.3
Srinagar,2013,Total Rape,Rape,,22,3.7
Srinagar,2013,Custodial rape,Custodial rape,,0,0
Srinagar,2013,Others,Other rape,,22,3.7
Surat,2013,Total Rape,Rape,,76,3.9
Surat,2013,Custodial rape,Custodial rape,,0,0
Surat,2013,Others,Other rape,,76,3.9
Thiruvananthapuram,2013,Total Rape,Rape,,54,6.2
Thiruvananthapuram,2013,Custodial rape,Custodial rape,,0,0
Thiruvananthapuram,2013,Others,Other rape,,54,6.2
Thrissur,2013,Total Rape,Rape,,28,2.9
Thrissur,2013,Custodial rape,Custodial rape,,0,0
Thrissur,2013,Others,Other rape,,28,2.9
Tiruchirappalli,2013,Total Rape,Rape,,10,1.9
Tiruchirappalli,2013,Custodial rape,Custodial rape,,0,0
Tiruchirappalli,2013,Others,Other rape,,10,1.9
Vadodara,2013,Total Rape,Rape,,19,2.2
Vadodara,2013,Custodial rape,Custodial rape,,0,0
Vadodara,2013,Others,Other rape,,19,2.2
Varanasi,2013,Total Rape,Rape,,29,4.3
Varanasi,2013,Custodial rape,Custodial rape,,0,0
Varanasi,2013,Others,Other rape,,29,4.3
Vasai-Virar,2013,Total Rape,Rape,,55,9.6
Vasai-Virar,2013,Custodial rape,Custodial rape,,0,0
Vasai-Virar,2013,Others,Other rape,,55,9.6
Vijayawada,2013,Total Rape,Rape,,48,6.5
Vijayawada,2013,Custodial rape,Custodial rape,,0,0
Vijayawada,2013,Others,Other rape,,48,6.5
Vishakhapatnam,2013,Total Rape,Rape,,67,7.8
Vishakhapatnam,2013,Custodial rape,Custodial rape,,0,0
Vishakhapatnam,2013,Others,Other rape,,67,7.8
Agra,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,295,16.9
Agra,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,240,29.9
Agra,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,55,3.2
Agra,2013,Dacoity,Dacoity,,3,0.2
Ahmedabad,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,458,7.2
Ahmedabad,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,353,11.8
Ahmedabad,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,105,1.7
Ahmedabad,2013,Dacoity,Dacoity,,16,0.3
Allahabad,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,115,9.4
Allahabad,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,72,12.8
Allahabad,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,43,3.5
Allahabad,2013,Dacoity,Dacoity,,1,0.1
Amritsar,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,62,5.2
Amritsar,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,53,9.6
Amritsar,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,9,0.8
Amritsar,2013,Dacoity,Dacoity,,2,0.2
Asansol,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,125,10.1
Asansol,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,87,14.6
Asansol,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,38,3.1
Asansol,2013,Dacoity,Dacoity,,13,1
Aurangabad,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,49,4.1
Aurangabad,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,35,6.2
Aurangabad,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,14,1.2
Aurangabad,2013,Dacoity,Dacoity,,21,1.8
Bengaluru,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,642,7.6
Bengaluru,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,538,13.3
Bengaluru,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,104,1.2
Bengaluru,2013,Dacoity,Dacoity,,40,0.5
Bhopal,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,76,4
Bhopal,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,72,8
Bhopal,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,4,0.2
Bhopal,2013,Dacoity,Dacoity,,0,0
Chandigarh City,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,235,22.9
Chandigarh City,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,161,34.8
Chandigarh City,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,74,7.2
Chandigarh City,2013,Dacoity,Dacoity,,11,1.1
Chennai,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,60,0.7
Chennai,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,42,1
Chennai,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,18,0.2
Chennai,2013,Dacoity,Dacoity,,5,0.1
Coimbatore,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,9,0.4
Coimbatore,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,3,0.3
Coimbatore,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,6,0.3
Coimbatore,2013,Dacoity,Dacoity,,3,0.1
Delhi City,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,5406,33.1
Delhi City,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,3093,40.8
Delhi City,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,2313,14.2
Delhi City,2013,Dacoity,Dacoity,,26,0.2
Dhanbad,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,46,3.8
Dhanbad,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,38,6.8
Dhanbad,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,8,0.7
Dhanbad,2013,Dacoity,Dacoity,,9,0.8
Durg-Bhilainagar,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,93,8.7
Durg-Bhilainagar,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,68,13.1
Durg-Bhilainagar,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,25,2.3
Durg-Bhilainagar,2013,Dacoity,Dacoity,,1,0.1
Faridabad,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,155,11
Faridabad,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,115,17.6
Faridabad,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,40,2.8
Faridabad,2013,Dacoity,Dacoity,,6,0.4
Ghaziabad,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,194,8.2
Ghaziabad,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,153,13.9
Ghaziabad,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,41,1.7
Ghaziabad,2013,Dacoity,Dacoity,,4,0.2
Gwalior,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,55,5
Gwalior,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,44,8.6
Gwalior,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,11,1
Gwalior,2013,Dacoity,Dacoity,,3,0.3
Hyderabad,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,131,1.7
Hyderabad,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,52,1.4
Hyderabad,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,79,1
Hyderabad,2013,Dacoity,Dacoity,,6,0.1
Indore,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,319,14.7
Indore,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,231,22.3
Indore,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,88,4.1
Indore,2013,Dacoity,Dacoity,,3,0.1
Jabalpur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,112,00 00
Jabalpur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,93,15.4
Jabalpur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,19,1.5
Jabalpur,2013,Dacoity,Dacoity,,1,0.1
Jaipur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,522,17
Jaipur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,379,26.1
Jaipur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,143,4.7
Jaipur,2013,Dacoity,Dacoity,,9,0.3
Jamshedpur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,68,5.1
Jamshedpur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,67,10.5
Jamshedpur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,1,0.1
Jamshedpur,2013,Dacoity,Dacoity,,3,0.2
Jodhpur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,130,11.4
Jodhpur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,104,19.3
Jodhpur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,26,2.3
Jodhpur,2013,Dacoity,Dacoity,,2,0.2
Kannur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,5,0.3
Kannur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,2,0.2
Kannur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,3,0.2
Kannur,2013,Dacoity,Dacoity,,3,0.2
Kanpur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,114,3.9
Kanpur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,112,8.4
Kanpur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,2,0.1
Kanpur,2013,Dacoity,Dacoity,,0,0
Kochi,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,10,0.5
Kochi,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,9,0.8
Kochi,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,1,0
Kochi,2013,Dacoity,Dacoity,,5,0.2
Kolkata,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,210,1.5
Kolkata,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,145,2.1
Kolkata,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,65,0.5
Kolkata,2013,Dacoity,Dacoity,,4,0
Kollam,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,18,1.6
Kollam,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,16,2.8
Kollam,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,2,0.2
Kollam,2013,Dacoity,Dacoity,,3,0.3
Kota,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,204,20.4
Kota,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,154,32.7
Kota,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,50,5
Kota,2013,Dacoity,Dacoity,,1,0.1
Kozhikode,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,11,0.5
Kozhikode,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,9,0.9
Kozhikode,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,2,0.1
Kozhikode,2013,Dacoity,Dacoity,,4,0.2
Lucknow,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,275,9.5
Lucknow,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,270,19.5
Lucknow,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,5,0.2
Lucknow,2013,Dacoity,Dacoity,,10,0.3
Ludhiana,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,145,9
Ludhiana,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,110,14.9
